20210601,11:45.0,7,可口可乐汽水,可口可乐塑料2L,瓶,2L,可口可乐,5.99,5.99,5.99,1,可乐,,5.99,12.9,2
20210601,11:45.0,7,橙味汽水,芬达橙汁塑料2L,瓶,2L,芬达,4.99,4.99,4.99,1,加味汽水,,4.99,5.5,12.5
20210601,05:56.0,8,橙味汽水,芬达橙汁塑料2L,瓶,2L,芬达,4.9,4.9,4.9,1,加味汽水,,4.9,12.5,5
20210601,33:37.0,8,汽水,A雪碧塑料2L,瓶,2L,雪碧,5.99,5.99,5.99,1,加味汽水,,5.99,4.5,3
20210601,47:44.0,9,可口可乐,可口可乐PET300ml,瓶,300ml,可口可乐,4,4,2,2,加味汽水,,4,9,12.5
20210601,47:44.0,9,雪碧清爽柠檬味汽水,雪碧清爽柠檬味汽水PET300ml,瓶,300ml,雪碧,4,4,2,2,加味汽水,,4,13.9,3
20210601,47:44.0,9,橙味汽水,芬达PET300ml,瓶,300ml,芬达,4,4,2,2,加味汽水,,4,3,3
20210601,17:04.0,10,可口可乐,可口可乐PET300ml,瓶,300ml,可口可乐,6,6,2,3,加味汽水,,6,12.9,5
20210601,17:04.0,10,雪碧清爽柠檬味汽水,雪碧清爽柠檬味汽水PET300ml,瓶,300ml,雪碧,6,6,2,3,加味汽水,,6,4.5,12.9
20210601,17:04.0,10,橙味汽水,芬达PET300ml,瓶,300ml,芬达,6,6,2,3,加味汽水,,6,5,15
20210601,34:39.0,10,苏打气泡水白桃味,元气森林气泡水(白桃味)瓶装480ml,瓶,480ml,元气森林,5,5,5,1,加味汽水,,5,2.5,3
20210601,18:05.0,11,百事可乐,百事可乐2L,瓶,2L,百事,6.8,6.8,6.8,1,可乐,,6.8,5,6.9
20210601,49:24.0,11,可口可乐摩登罐,可口可乐摩登罐330ml,听,330ml,可口可乐,3,3,3,1,加味汽水,,3,3,3
20210601,23:34.0,12,可乐,百事可乐小瓶(PET)330ml,瓶,330ml,百事,2.5,2.5,2.5,1,可乐,,2.5,3,5
20210601,30:53.0,12,可乐汽水,百事可乐1L,瓶,1L,百事,4.5,4.5,4.5,1,可乐,,4.5,5,5
20210601,10:02.0,13,可口可乐+酷儿橙,可乐1.25L加酷儿橙组合装1.5L,组,1.25L,可口可乐,12.9,12.9,12.9,1,加味汽水,,12.9,3,4.67
20210601,10:02.0,13,橙味汽水,芬达橙汁塑料2L,瓶,2L,芬达,4.99,4.99,4.99,1,加味汽水,,4.99,13.9,4.67
20210601,46:09.0,13,百事可乐可乐型汽水330毫升,百事可乐听装330ml,听,330ml,百事,12.5,12.5,2.5,5,加味汽水,,12.5,5,5
20210601,46:09.0,13,可口可乐摩登罐,可口可乐摩登罐330ml,听,330ml,可口可乐,15,15,3,5,加味汽水,,15,5,3
20210601,46:09.0,13,清爽柠檬味汽水,雪碧清爽柠檬味摩登罐330ml,听,330ml,雪碧,15,15,3,5,加味汽水,,15,5,3
20210601,46:09.0,13,摩登罐,芬达橙味摩登罐330ml,听,330ml,芬达,15,15,3,5,加味汽水,,15,5,6.9
20210601,13:29.0,14,百事可乐可乐型汽水330毫升,百事可乐听装330ml,听,330ml,百事,2.5,2.5,2.5,1,加味汽水,,2.5,5,3
20210601,13:29.0,14,橙味汽水,美年达橙味汽水听装330ml,听,330ml,百事,2.5,2.5,2.5,1,加味汽水,,2.5,3,12.9
20210601,13:29.0,14,汽水葡萄味,美年达葡萄味果味汽水300ml,瓶,300ml,百事,2.5,2.5,2.5,1,加味汽水,,2.5,3,5
20210601,13:29.0,14,清爽柠檬味汽水,雪碧清爽柠檬味摩登罐330ml,听,330ml,雪碧,3,3,3,1,加味汽水,,3,5,4.9
20210601,15:51.0,14,百事可乐可乐型汽水330毫升,百事可乐听装330ml,听,330ml,百事,2.5,2.5,2.5,1,加味汽水,,2.5,18,6.8
20210601,15:51.0,14,清爽柠檬味汽水,雪碧清爽柠檬味摩登罐330ml,听,330ml,雪碧,3,3,3,1,加味汽水,,3,4,12.9
20210601,15:51.0,14,摩登罐,芬达橙味摩登罐330ml,听,330ml,芬达,3,3,3,1,加味汽水,,3,6.9,12.9
20210601,25:55.0,14,汽水,A雪碧塑料2L,瓶,2L,雪碧,11.98,11.98,5.99,2,加味汽水,,11.98,6.9,6.9
20210601,25:55.0,14,橙味汽水,芬达橙汁塑料2L,瓶,2L,芬达,9.98,9.98,4.99,2,加味汽水,,9.98,6.9,5
20210601,30:44.0,14,橙味汽水,美年达橙味汽水听装330ml,听,330ml,百事,5,5,2.5,2,加味汽水,,5,3,3
20210601,15:22.0,15,水动乐橙味,水动乐营养素饮料果蔬橙味600ml,瓶,600ml,水动乐,3.5,3.5,3.5,1,加味汽水,,3.5,3,4.5
20210601,17:42.0,16,可口可乐+果粒橙,可口可乐1L美汁源果粒橙1.25L,组,1L+1.25L,可口可乐,12.5,12.5,12.5,1,加味汽水,,12.5,5,2
20210601,28:47.0,16,畅爽装汽水,可口可乐汽水680ml,瓶,680ml,可口可乐,4,4,4,1,可乐,,4,5,3
20210601,58:03.0,16,可口可乐汽水,可口可乐塑料2L,瓶,2L,可口可乐,5.99,5.99,5.99,1,可乐,,5.99,6.9,5
20210601,29:34.0,17,汽水葡萄味,美年达葡萄味果味汽水300ml,瓶,300ml,百事,2.5,2.5,2.5,1,加味汽水,,2.5,3,5
20210601,32:50.0,17,西瓜味汽水,芬达西瓜500ml,瓶,500ml,芬达,3,3,3,1,加味汽水,,3,3.5,5
20210601,37:05.0,19,橙味汽水,芬达PET300ml,瓶,300ml,芬达,2,2,2,1,加味汽水,,2,2.5,4.5
